epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,5935.64,0.79819,0.981,1.1844,0.6208,0.77768,0.72139,0.59622,0.73162,0.69159,1.17107,0.00703,0.00703,0.00703
17,6303.04,0.7861,0.96377,1.17733,0.63342,0.76938,0.7352,0.60639,0.72871,0.66623,1.17005,0.006832,0.006832,0.006832
18,6670.25,0.78584,0.95319,1.17889,0.68033,0.71819,0.72863,0.60499,0.71979,0.64036,1.15859,0.006634,0.006634,0.006634
19,7038.59,0.77964,0.94049,1.17297,0.63594,0.73429,0.71593,0.58732,0.72475,0.67101,1.16248,0.006436,0.006436,0.006436
20,7406.06,0.77184,0.92227,1.17037,0.65998,0.76642,0.74211,0.61164,0.73168,0.62733,1.16473,0.006238,0.006238,0.006238
21,24374.2,0.76526,0.91136,1.16369,0.71638,0.71047,0.7652,0.62927,0.70737,0.61495,1.14798,0.00604,0.00604,0.00604
22,24742.6,0.75929,0.8911,1.16247,0.71856,0.72877,0.75764,0.62866,0.71285,0.60132,1.14919,0.005842,0.005842,0.005842
23,25107.6,0.75285,0.8788,1.15682,0.69565,0.78886,0.78573,0.65445,0.70562,0.59042,1.14543,0.005644,0.005644,0.005644
24,25469.6,0.74557,0.8645,1.1508,0.7243,0.72745,0.78054,0.65446,0.70394,0.59429,1.14043,0.005446,0.005446,0.005446
25,25836.8,0.74626,0.86268,1.15307,0.70283,0.7396,0.76554,0.63823,0.70807,0.58882,1.14992,0.005248,0.005248,0.005248
26,26205.4,0.73789,0.842,1.14453,0.71603,0.75175,0.77177,0.64156,0.7045,0.58548,1.14465,0.00505,0.00505,0.00505
27,26573.8,0.7348,0.83559,1.14307,0.7691,0.71561,0.76874,0.63717,0.70973,0.58683,1.15233,0.004852,0.004852,0.004852
28,26941.5,0.73068,0.82283,1.14055,0.75538,0.70298,0.77336,0.64088,0.70322,0.57762,1.1429,0.004654,0.004654,0.004654
29,27302.6,0.72512,0.81316,1.14042,0.7276,0.77555,0.78754,0.65188,0.70525,0.5703,1.14122,0.004456,0.004456,0.004456
30,27662.7,0.72055,0.80444,1.13628,0.71131,0.76694,0.7919,0.65653,0.70377,0.56889,1.1404,0.004258,0.004258,0.004258
31,28052.9,0.71511,0.78579,1.13239,0.7403,0.746,0.78901,0.65766,0.69945,0.56405,1.13731,0.00406,0.00406,0.00406
32,28491.7,0.70835,0.78114,1.12818,0.77833,0.71276,0.78497,0.65308,0.70262,0.56684,1.14117,0.003862,0.003862,0.003862
33,28910.9,0.70354,0.77039,1.12549,0.74827,0.74822,0.79583,0.66329,0.70018,0.5671,1.13906,0.003664,0.003664,0.003664
34,29288.9,0.70119,0.7593,1.12593,0.74122,0.75567,0.7976,0.66733,0.70129,0.56577,1.13962,0.003466,0.003466,0.003466
35,29662.6,0.69625,0.74991,1.12223,0.80021,0.71569,0.79327,0.66167,0.70255,0.56611,1.14263,0.003268,0.003268,0.003268
36,30041.3,0.6923,0.73832,1.11786,0.76644,0.7276,0.79103,0.66072,0.69838,0.56419,1.13812,0.00307,0.00307,0.00307
37,30419.5,0.68906,0.73129,1.11662,0.74671,0.7436,0.78498,0.65884,0.69848,0.56719,1.1399,0.002872,0.002872,0.002872
38,30782.7,0.68026,0.72286,1.11195,0.74243,0.7459,0.78377,0.65321,0.69652,0.56045,1.13829,0.002674,0.002674,0.002674
39,31156.6,0.67672,0.7122,1.11104,0.75983,0.72771,0.78781,0.65575,0.69597,0.56091,1.1389,0.002476,0.002476,0.002476
40,31526.8,0.67482,0.70594,1.10857,0.71898,0.76346,0.78901,0.65868,0.69504,0.55952,1.1396,0.002278,0.002278,0.002278
41,31921,0.59294,0.4718,1.11414,0.75213,0.74955,0.79061,0.66128,0.69392,0.55953,1.13798,0.00208,0.00208,0.00208
42,32295.6,0.576,0.44363,1.09748,0.74411,0.75952,0.79256,0.66569,0.69204,0.56151,1.13568,0.001882,0.001882,0.001882
43,32656.5,0.56573,0.42415,1.08696,0.74295,0.76651,0.79034,0.66398,0.69081,0.56195,1.13362,0.001684,0.001684,0.001684
44,33013.6,0.55629,0.41333,1.08209,0.75813,0.75209,0.78959,0.66356,0.69006,0.56285,1.13194,0.001486,0.001486,0.001486
45,33369.8,0.54917,0.40193,1.07469,0.7527,0.74509,0.79062,0.66719,0.68981,0.56354,1.13187,0.001288,0.001288,0.001288
46,33731.7,0.54185,0.3877,1.07101,0.76518,0.73375,0.78973,0.66583,0.68878,0.56254,1.13117,0.00109,0.00109,0.00109
47,34088.6,0.52977,0.36988,1.0595,0.77907,0.72249,0.78888,0.6653,0.68933,0.56447,1.13155,0.000892,0.000892,0.000892
48,34444.1,0.52449,0.36126,1.05352,0.78451,0.71727,0.78995,0.66685,0.68994,0.56544,1.13216,0.000694,0.000694,0.000694
49,34800.3,0.51848,0.34904,1.05011,0.78196,0.71584,0.78951,0.66622,0.69035,0.5667,1.13236,0.000496,0.000496,0.000496
50,35157.5,0.511,0.33925,1.04732,0.76516,0.7207,0.78685,0.66146,0.69069,0.56974,1.1325,0.000298,0.000298,0.000298
