epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,5528.34,0.5894,0.50012,1.06866,0.70734,0.78311,0.79187,0.6562,0.68285,0.58876,1.12127,6.7184e-05,6.7184e-05,6.7184e-05
42,5660.02,0.5805,0.48125,1.06439,0.69897,0.76064,0.77441,0.64253,0.68426,0.59929,1.12098,6.07886e-05,6.07886e-05,6.07886e-05
43,5792.67,0.57384,0.46806,1.05975,0.7362,0.7623,0.80321,0.67499,0.67796,0.58685,1.11269,5.43932e-05,5.43932e-05,5.43932e-05
44,5929.02,0.56674,0.45337,1.05293,0.69529,0.77053,0.78701,0.65527,0.68186,0.58266,1.11855,4.79978e-05,4.79978e-05,4.79978e-05
45,6061.22,0.56052,0.43999,1.04971,0.74278,0.77625,0.79757,0.66784,0.68119,0.59283,1.11674,4.16024e-05,4.16024e-05,4.16024e-05
46,6192.86,0.55838,0.42812,1.04485,0.72115,0.77928,0.79083,0.65849,0.68791,0.59352,1.12294,3.5207e-05,3.5207e-05,3.5207e-05
47,6325.87,0.55169,0.42643,1.03859,0.75347,0.75626,0.79476,0.66375,0.68286,0.59706,1.12039,2.88116e-05,2.88116e-05,2.88116e-05
48,6457.59,0.5427,0.41253,1.03369,0.77508,0.7493,0.7876,0.65315,0.6827,0.59901,1.12036,2.24162e-05,2.24162e-05,2.24162e-05
49,6589.24,0.54935,0.41848,1.04141,0.74441,0.75842,0.79347,0.65815,0.6829,0.60314,1.11962,1.60208e-05,1.60208e-05,1.60208e-05
50,6721.48,0.5369,0.40313,1.03165,0.77076,0.74009,0.79092,0.65964,0.68233,0.60091,1.12139,9.6254e-06,9.6254e-06,9.6254e-06
