epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,740.547,1.04984,0.87325,1.16222,0.75962,0.72678,0.754,0.50156,1.16511,0.94515,1.24583,0.000388844,0.000388844,0.000388844
25,770.418,1.07197,0.85726,1.16927,0.72555,0.75094,0.76079,0.507,1.15726,0.94495,1.24291,0.000374707,0.000374707,0.000374707
26,800.522,1.06088,0.84131,1.15613,0.71844,0.74455,0.75309,0.50164,1.16424,0.96022,1.24155,0.00036057,0.00036057,0.00036057
27,831.059,1.03779,0.83089,1.14822,0.75556,0.74782,0.76988,0.50813,1.16825,0.94297,1.24807,0.000346433,0.000346433,0.000346433
28,862.922,1.04355,0.83112,1.15292,0.73575,0.74118,0.75637,0.50291,1.1731,0.93828,1.25193,0.000332296,0.000332296,0.000332296
29,901.709,1.0472,0.81478,1.15068,0.73322,0.7458,0.7531,0.49866,1.16599,0.95627,1.24547,0.000318158,0.000318158,0.000318158
30,940.029,1.03213,0.80847,1.14855,0.7061,0.73788,0.73461,0.47916,1.1913,0.94896,1.26006,0.000304021,0.000304021,0.000304021
31,977.28,1.03841,0.81525,1.14865,0.72791,0.76024,0.76468,0.50408,1.17021,0.93104,1.25684,0.000289884,0.000289884,0.000289884
32,1014.56,1.01055,0.77656,1.13213,0.71444,0.74671,0.75465,0.50132,1.15376,0.94054,1.24345,0.000275747,0.000275747,0.000275747
33,1051.94,0.99777,0.76668,1.1269,0.74068,0.74563,0.76272,0.5057,1.16597,0.93012,1.24879,0.00026161,0.00026161,0.00026161
34,1089.18,1.0074,0.77077,1.13354,0.75564,0.74099,0.77065,0.51059,1.17186,0.92793,1.25569,0.000247472,0.000247472,0.000247472
35,1126.52,0.99252,0.7567,1.12285,0.75919,0.73883,0.75671,0.49969,1.16758,0.93273,1.25933,0.000233335,0.000233335,0.000233335
36,1163.8,0.99887,0.74658,1.12288,0.73117,0.75177,0.75557,0.50178,1.16896,0.93792,1.25844,0.000219198,0.000219198,0.000219198
37,1201.02,0.98674,0.74438,1.12257,0.75315,0.75395,0.765,0.50359,1.1777,0.92392,1.26548,0.000205061,0.000205061,0.000205061
38,1238.18,0.97328,0.73438,1.11498,0.74296,0.74776,0.76544,0.50846,1.18198,0.90629,1.25961,0.000190924,0.000190924,0.000190924
39,1275.23,0.96076,0.72165,1.11271,0.74685,0.75006,0.77093,0.51283,1.16603,0.89292,1.25601,0.000176786,0.000176786,0.000176786
40,1312.38,0.95385,0.71229,1.11293,0.74245,0.75233,0.76786,0.50857,1.18097,0.90356,1.26169,0.000162649,0.000162649,0.000162649
41,1369.28,0.90473,0.63319,1.08584,0.69936,0.76428,0.75699,0.49711,1.18755,0.93778,1.26762,0.000148512,0.000148512,0.000148512
42,1406.36,0.89425,0.60964,1.07884,0.72372,0.75766,0.75912,0.50474,1.18103,0.91991,1.26377,0.000134375,0.000134375,0.000134375
43,1443.23,0.88567,0.59822,1.06913,0.71638,0.75965,0.75297,0.49821,1.17558,0.92558,1.26346,0.000120238,0.000120238,0.000120238
