epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,9.0196,2.64538,3.61601,2.62738,0.00691,1,0.11747,0.01632,3.40977,3.17201,3.21161,0.000206988,0.000206988,0.000206988
24,9.3539,2.41539,3.58974,2.34304,0.00691,1,0.11747,0.01632,3.40977,3.17201,3.21161,0.000208805,0.000208805,0.000208805
25,9.71834,2.41674,3.35932,2.08436,0.00696,1,0.2369,0.02993,3.41436,3.19551,3.11326,0.000209962,0.000209962,0.000209962
26,10.0485,2.07139,3.34965,1.95028,0.00696,1,0.2369,0.02993,3.41436,3.19551,3.11326,0.000210459,0.000210459,0.000210459
27,10.4316,2.42156,4.06006,2.39751,0.0071,1,0.31982,0.05111,3.14382,3.28083,2.92536,0.000210295,0.000210295,0.000210295
28,10.7555,2.81394,3.5625,2.49118,0.0071,1,0.31982,0.05111,3.14382,3.28083,2.92536,0.000209472,0.000209472,0.000209472
29,11.1093,2.32309,3.41602,2.24842,0.00705,1,0.62187,0.08435,3.30755,3.22858,3.06059,0.000207988,0.000207988,0.000207988
30,11.52,1.52598,3.08428,1.79768,0.00705,1,0.62187,0.08435,3.30755,3.22858,3.06059,0.000205844,0.000205844,0.000205844
31,11.8604,1.95707,3.48488,2.10217,0.00701,1,0.15201,0.04284,3.26651,3.37731,3.01132,0.000203041,0.000203041,0.000203041
32,12.1833,2.23859,3.32722,2.09321,0.00701,1,0.15201,0.04284,3.26651,3.37731,3.01132,0.000199577,0.000199577,0.000199577
33,12.5335,2.18627,3.3838,2.15252,0.00729,1,0.27038,0.0833,3.06545,3.55639,2.87483,0.000195452,0.000195452,0.000195452
34,12.8505,2.63546,3.29595,2.54693,0.00729,1,0.27038,0.0833,3.06545,3.55639,2.87483,0.000190668,0.000190668,0.000190668
35,13.1993,2.30252,3.16661,2.22182,0.0071,1,0.2648,0.10592,3.1466,3.44182,2.81906,0.000185224,0.000185224,0.000185224
36,13.5225,1.71434,3.08449,1.83861,0.0071,1,0.2648,0.10592,3.1466,3.44182,2.81906,0.000179119,0.000179119,0.000179119
37,13.8684,1.86702,3.05688,1.96174,0.00686,1,0.28192,0.10744,2.96447,3.58682,2.67393,0.000172354,0.000172354,0.000172354
38,14.2106,1.62655,3.04183,1.7596,0.00686,1,0.28192,0.10744,2.96447,3.58682,2.67393,0.00016493,0.00016493,0.00016493
39,14.5559,1.51912,3.21443,1.63867,0.00676,1,0.199,0.07757,2.70539,3.60624,2.527,0.000156845,0.000156845,0.000156845
40,14.9496,2.09986,3.20704,1.88148,0.00676,1,0.199,0.07757,2.70539,3.60624,2.527,0.0001481,0.0001481,0.0001481
41,19.9258,1.52883,3.0486,1.64797,0.00676,1,0.27493,0.10845,2.54569,3.51841,2.47631,0.000138694,0.000138694,0.000138694
42,20.2955,1.36047,2.94972,1.66171,0.00676,1,0.27493,0.10845,2.54569,3.51841,2.47631,0.000128629,0.000128629,0.000128629
43,20.6692,1.56724,3.30744,1.73128,0.00675,1,0.27801,0.10806,2.57454,3.34766,2.56604,0.000117904,0.000117904,0.000117904
44,21.0185,1.60104,2.65857,1.86212,0.00675,1,0.27801,0.10806,2.57454,3.34766,2.56604,0.000106518,0.000106518,0.000106518
45,21.4292,1.85926,2.59941,2.01609,0.00673,1,0.19202,0.07273,2.97543,3.27863,2.73172,9.44722e-05,9.44722e-05,9.44722e-05
46,21.7439,1.35918,3.07739,1.81119,0.00673,1,0.19202,0.07273,2.97543,3.27863,2.73172,8.17663e-05,8.17663e-05,8.17663e-05
47,22.0707,1.56516,2.75882,1.62565,0.00673,1,0.19347,0.07243,3.03714,3.16469,2.78177,6.84003e-05,6.84003e-05,6.84003e-05
48,22.4009,1.49435,2.4474,1.7573,0.00673,1,0.19347,0.07243,3.03714,3.16469,2.78177,5.43742e-05,5.43742e-05,5.43742e-05
49,22.8175,1.20922,2.56694,1.75103,0.00673,1,0.12319,0.03551,2.99266,3.22642,2.74468,3.96879e-05,3.96879e-05,3.96879e-05
50,23.1454,1.39453,2.76672,1.79189,0.00673,1,0.12319,0.03551,2.99266,3.22642,2.74468,2.43415e-05,2.43415e-05,2.43415e-05
