epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,3113.7,0.71453,0.85274,1.13102,0.67974,0.73039,0.7343,0.59251,0.75173,0.78932,1.16737,0.00022348,0.00022348,0.00022348
22,3260.81,0.71192,0.84742,1.12859,0.64774,0.71898,0.73113,0.59663,0.7308,0.8057,1.16136,0.000216154,0.000216154,0.000216154
23,3404.97,0.69998,0.82407,1.12114,0.65734,0.71132,0.74827,0.60868,0.73206,0.80137,1.16454,0.000208828,0.000208828,0.000208828
24,3550.8,0.69805,0.80339,1.11669,0.73599,0.70881,0.76442,0.6221,0.72334,0.74128,1.14858,0.000201502,0.000201502,0.000201502
25,3697.27,0.69224,0.79025,1.11661,0.73699,0.726,0.7621,0.62154,0.73116,0.74408,1.16528,0.000194176,0.000194176,0.000194176
26,3843.59,0.69501,0.7789,1.11578,0.71758,0.69737,0.75581,0.61851,0.7293,0.76623,1.15396,0.00018685,0.00018685,0.00018685
27,3990.23,0.68305,0.75226,1.10682,0.67719,0.73261,0.76207,0.62296,0.71582,0.76998,1.15531,0.000179524,0.000179524,0.000179524
28,4136.65,0.67865,0.74822,1.10969,0.65891,0.74432,0.74802,0.61255,0.72746,0.80061,1.15643,0.000172198,0.000172198,0.000172198
29,4283.63,0.67172,0.73779,1.10743,0.68742,0.73843,0.74994,0.61208,0.72176,0.76881,1.16178,0.000164872,0.000164872,0.000164872
30,4429.94,0.66539,0.72326,1.10202,0.724,0.67725,0.74168,0.606,0.71691,0.74868,1.14578,0.000157546,0.000157546,0.000157546
31,4575.9,0.65537,0.70822,1.09407,0.66207,0.76103,0.7488,0.61005,0.72381,0.78311,1.15349,0.00015022,0.00015022,0.00015022
32,4722.48,0.652,0.69497,1.09512,0.72069,0.72713,0.76073,0.61718,0.72857,0.78156,1.16007,0.000142894,0.000142894,0.000142894
33,4868.96,0.64808,0.68802,1.09578,0.7402,0.68638,0.75611,0.62223,0.71375,0.75517,1.14961,0.000135568,0.000135568,0.000135568
34,5015.76,0.64474,0.67741,1.08639,0.68929,0.72061,0.75054,0.61635,0.71601,0.76895,1.15201,0.000128242,0.000128242,0.000128242
35,5162.73,0.63947,0.65945,1.08505,0.69566,0.7244,0.75705,0.61582,0.72487,0.77451,1.16043,0.000120916,0.000120916,0.000120916
36,5308.79,0.63343,0.6533,1.08145,0.71635,0.70769,0.75675,0.61841,0.72472,0.77697,1.15298,0.00011359,0.00011359,0.00011359
37,5454.94,0.6191,0.64232,1.07451,0.66037,0.75105,0.74657,0.60958,0.72691,0.77034,1.16219,0.000106264,0.000106264,0.000106264
38,5602.14,0.62755,0.64217,1.07849,0.71096,0.69993,0.74827,0.60864,0.72746,0.77632,1.16631,9.8938e-05,9.8938e-05,9.8938e-05
39,5748.32,0.61809,0.62151,1.07503,0.71699,0.71969,0.75817,0.61677,0.72936,0.76391,1.17036,9.1612e-05,9.1612e-05,9.1612e-05
40,5894.78,0.6181,0.62056,1.07442,0.67477,0.73668,0.74808,0.61187,0.71712,0.77598,1.15844,8.4286e-05,8.4286e-05,8.4286e-05
41,6068.34,0.52711,0.36887,1.05281,0.75129,0.66835,0.73057,0.5977,0.72323,0.8277,1.16589,7.696e-05,7.696e-05,7.696e-05
42,6213.63,0.51452,0.35451,1.0434,0.74375,0.67897,0.737,0.6078,0.72227,0.82726,1.16552,6.9634e-05,6.9634e-05,6.9634e-05
43,6358.53,0.50087,0.3346,1.03322,0.71321,0.70952,0.73651,0.6061,0.72266,0.81663,1.16472,6.2308e-05,6.2308e-05,6.2308e-05
44,6504.42,0.49045,0.32473,1.02421,0.74861,0.69715,0.741,0.60843,0.72042,0.79177,1.16371,5.4982e-05,5.4982e-05,5.4982e-05
45,6649.97,0.48223,0.31912,1.01568,0.73804,0.69572,0.73616,0.60752,0.71695,0.80311,1.15821,4.7656e-05,4.7656e-05,4.7656e-05
46,6795.12,0.47277,0.3076,1.01199,0.71051,0.71551,0.72992,0.60024,0.7206,0.79786,1.16761,4.033e-05,4.033e-05,4.033e-05
47,6940.35,0.46647,0.30023,1.0049,0.67809,0.73814,0.73591,0.60528,0.72104,0.80627,1.16789,3.3004e-05,3.3004e-05,3.3004e-05
48,7085.86,0.45912,0.29569,1.0013,0.6977,0.73167,0.74447,0.61246,0.72164,0.80261,1.16731,2.5678e-05,2.5678e-05,2.5678e-05
49,7231.18,0.45568,0.28982,0.99896,0.72266,0.69959,0.73894,0.60577,0.72357,0.80516,1.17258,1.8352e-05,1.8352e-05,1.8352e-05
50,7376.65,0.45258,0.2857,0.99633,0.72694,0.70361,0.74078,0.60928,0.72196,0.80279,1.17139,1.1026e-05,1.1026e-05,1.1026e-05
